druid,title,owner_id,collection_id,state,work_type,subtype
druid:xp956rw3652,Rethinking the (Maker)space for Rural Libraries,929,104,deposited,text,Article
druid:wx530tv6133,Aiyana Washington's NSC ePortolio,3214,69,deposited,mixed material,Article,Essay,Event,Image,Photograph,Podcast,Portfolio,Text
druid:st379sd5225,Ella Norman's NSC ePortfolio,4538,69,deposited,mixed material,Article,Capstone,Essay,Image,Portfolio,Text
druid:hz211vf3856,Cool stuff about capybara,60,11,decommissioned,text,Article
druid:kn315jt1043,"Consort 2010 Checklist, Spirit 2013 Checklist, Consent for Participants, Community health worker led household screening and management of neonatal hyperbilirubinemia in rural Bangladesh: a cluster randomized control trial protocol",3274,168,deposited,text,Article
druid:sz653pj1969,"A new way to find old records by David Hamilton -- Opus, December, 1985, pp. 12-13.",1138,155,deposited,image,Article
druid:zx950pj6479,Rigour and reproducibility in Canadian research: Call for a coordinated approach,2671,203,deposited,text,Article
druid:bw723vz5327,Open Science 2.0: Towards a truly collaborative research ecosystem,2671,203,deposited,text,Article
druid:qw990db4058,Comment: Questions for Jablonka and Ginsburg Drawn from Lamarck's Life-Made World,3372,203,deposited,text,Article
druid:dk858kp7009,"90 Reasons for Cellular Agriculture: Health, Environment, Ethics, and Economics",1272,79,deposited,text,Article
druid:vk755pn0528,Scale dependence of coral reef oases and their environmental correlates,1276,203,deposited,text,Article
druid:rs435jv9593,Know(ing) Infrastructure: The Wayback Machine as object and instrument of digital research,2659,76,deposited,text,Article
druid:ck442sc7933,Does Coding Matter for Doing Digital Humanities,607,76,deposited,text,Article
druid:hz978nr7520,Randomized trial of motivational interviewing plus feedback for soldiers with untreated alcohol abuse.,3318,203,deposited,text,Article
